FID,County,Sub_County,AEZ_Code,AEZ_Name,AEZSubzone,Major_Crop,AREA,Shape__Area,Shape__Length
189,West Pokot,Sub-County in West Pokot,UM 4 - 5,Upper Midland,(m/l) i,Maize - Sunflower/Livestock – Sorghum Zone,1365.26714073,6523411.7421875,11241.3278356911
190,West Pokot,Sub-County in West Pokot,UM 4 - 5,Upper Midland,(m/l) i,Maize - Sunflower/Livestock – Sorghum Zone,1365.26714073,587.833129882813,123.358342179774
191,West Pokot,Pokot North Sub County,UM 4 - 5,Upper Midland,(m/l) i,Maize - Sunflower/Livestock – Sorghum Zone,1032.00274843,10394216.6708374,13625.809365329
192,West Pokot,Pokot North Sub County,UM 4 - 5,Upper Midland,(m/l) i,Maize - Sunflower/Livestock – Sorghum Zone,2634.56776688,26537658.3658447,23854.6998544749
193,West Pokot,Pokot North Sub County,UM 4 - 5,Upper Midland,(m/l) i,Maize - Sunflower/Livestock – Sorghum Zone,4534.07604008,45673856.1920166,38210.6393539588
194,West Pokot,Pokot North Sub County,UM 4 - 5,Upper Midland,(m/l) i,Maize - Sunflower/Livestock – Sorghum Zone,6904.50607876,69541456.1623535,72933.9921342236
195,West Pokot,Pokot South Sub County,UM 5,Upper Midland,(m) i,Livestock - Sorghum Zone,19589.3832715,197180342.630188,179186.722957524
196,West Pokot,West Pokot Sub County,UM 5,Upper Midland,(m) i,Livestock - Sorghum Zone,5935.32170455,59747034.4775391,40869.9757523134
197,West Pokot,Pokot Central Sub County,UM 5,Upper Midland,(m) i,Livestock - Sorghum Zone,3308.24158079,9216473.22924805,18902.5192435394
198,West Pokot,Pokot Central Sub County,UM 5,Upper Midland,(m) i,Livestock - Sorghum Zone,3308.24158079,6735580.59790039,18793.4067808486
199,West Pokot,Pokot Central Sub County,UM 5,Upper Midland,(m) i,Livestock - Sorghum Zone,3308.24158079,17344271.8804932,29221.9741595299
200,West Pokot,Pokot North Sub County,UM 5,Upper Midland,(m/l) i,Livestock - Sorghum Zone,653.072911503,6577047.67919922,12929.7906548458
201,West Pokot,Pokot North Sub County,UM 5,Upper Midland,(m) i,Livestock - Sorghum Zone,3509.41602725,35371613.3389893,31736.6716655268
202,Baringo,Marigat Sub County,UH 2,Upper Highland,vl i or two,Wheat - Pyrethrum Zone,3075.37317183,30885514.598877,25670.9623824686
203,Baringo,Mogotio Sub County,UH 2,Upper Highland,vl i or two,Wheat - Pyrethrum Zone,36.2998094051,364587.165351868,2818.98927304141
204,Baringo,Marigat Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,29361.5002836,294999528.827316,107208.822768378
205,Baringo,Baringo North Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,8824.41332401,88537429.8155518,91653.012387851
206,Baringo,Baringo North Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,8824.41332401,144307.032653809,1671.11998121577
207,Baringo,Turkana East Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,341.195094413,2110814.90316772,24926.1889729104
208,Baringo,Turkana East Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,341.195094413,1317666.7678833,29034.1607651885
209,Baringo,Tiaty Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,89744.515806,901777412.644897,232013.395514391
210,Baringo,East Pokot Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,27843.2232375,279844763.463501,115187.768328292
211,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,15814.4951171875,831.948819908101
212,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,135558.934265137,2606.01216652077
213,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,6719.19671630859,406.676654399581
214,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,174273.668884277,2298.10207551114
215,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,126304.75793457,2047.53117016108
216,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,12063.778503418,472.174385872624
217,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,57925.7064208984,1158.73951188372
218,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,21137.1131591797,634.650663686883
219,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,392236.774353027,4661.90589922652
220,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,497.15234375,124.808681899811
221,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,75738.3078613281,1641.03981786539
222,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,3886.55914306641,291.741043009666
223,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,26027.9133300781,634.85578944877
224,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,127735.703430176,1547.16648973545
225,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,56823.4467163086,1025.0646963939
226,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,380580.293182373,4778.01713900568
227,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,58122.7699890137,1319.38070891879
228,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,17828.1001281738,812.3618839129
229,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,26354.5090332031,690.246208948839
230,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,64201.5519104004,1187.00174531417
231,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,33973.805267334,787.473191017541
232,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,37421.7971496582,768.354132606138
233,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,97771.2696533203,1828.82204748953
234,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,87178.915802002,1516.55069971388
235,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,86936.8518066406,1460.21216309873
236,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,66755.5972900391,985.204815967683
237,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,468386.555297852,6435.91790955333
238,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,280847.312103271,4653.40734356152
239,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,570423.037445068,5056.35174903457
240,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,76664.5989685059,1453.77950579581
241,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,349123.873809814,4306.18826885431
242,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,312156.276367188,3975.99186626144
243,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,18077.4967041016,577.66981253515
244,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,123.403442382813,87.177016557168
245,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,22681.4230651855,828.547593379184
246,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,168957.984100342,1806.97904807273
247,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,170778.086364746,1796.81161279597
248,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,217080.689880371,2015.25771674909
249,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,1026380.37545776,9262.43351086574
250,Baringo,Marakwet East sub-county,IL 6,Inner Lowland,ur i,Ranching Zone,589.680116529,58917.801940918,986.17878463732
251,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,281587.268859863,2656.01593342704
252,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,237835.563293457,2333.68911805948
253,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,33555.180480957,953.445370127932
254,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,497056.827514648,4605.82184470381
255,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,12210.827331543,507.65212467027
256,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,313376.254882813,2528.25518550549
257,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,93122.8026733398,1436.49666019139
258,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,156223.454223633,1597.19171816107
259,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,1458360.29174805,15333.8942247232
260,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,728324.708496094,6020.89263644318
261,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,1157475.05773926,8581.63804614949
262,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,587890.411804199,4852.54060275278
263,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,907991.554321289,7984.2546413054
264,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,184409.407775879,2226.81484734191
265,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,108866.793518066,1574.85994464421
266,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,241744.99029541,2227.26121079811
267,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,634472.426025391,5498.37517140812
268,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,453458.494018555,4191.43551551848
269,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,173691.939147949,2137.86123282653
270,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,213749.622253418,2294.38205471095
271,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,153037.65222168,1696.19509365589
272,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,98598.4540405273,1374.54018690473
273,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,62750.7989501953,924.704463296062
274,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,25841.9108276367,666.499638280126
275,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,158476.628234863,1624.55676063536
276,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,47389.0710449219,975.267748269064
277,Baringo,Pokot Central Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,896.882769394,267.323852539063,87.2339717518209
278,Baringo,Turkana East Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,83.6706482851,841367.826171875,21859.9637475094
279,Baringo,Marakwet West Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,61.7446118132,2567.24078369141,284.517866491558
280,Baringo,Marakwet West Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,61.7446118132,403990.400909424,4791.85979295387
281,Baringo,Marakwet West Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,61.7446118132,191156.211029053,2295.0162063297
282,Baringo,Marakwet West Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,61.7446118132,1634.97201538086,176.784214702101
283,Baringo,Marakwet West Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,61.7446118132,11025.6004943848,408.718453315493
284,Baringo,Marakwet West Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,61.7446118132,10590.8171691895,539.291521335442
285,Baringo,East Pokot Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,21986.7125176,221131350.575714,201501.597961576
286,Baringo,East Pokot Sub County,IL 6,Inner Lowland,ur i,Ranching Zone,21986.7125176,9769.56420898438,437.201882483323
287,Baringo,Marigat Sub County,LH 2,Lower Highland,vl i,Wheat/Maize - Pyrethrum Zone,26.0188674995,261532.657051086,2251.6625214406
288,Baringo,Mogotio Sub County,LH 2,Lower Highland,vl i,Wheat/Maize - Pyrethrum Zone,687.317955645,6908687.04239655,14590.9800880104
289,Baringo,Baringo Central Sub County,LH 2,Lower Highland,vl i,Wheat/Maize - Pyrethrum Zone,21.7640078132,87589.5723571777,2725.43435470674
290,Baringo,Baringo Central Sub County,LH 2,Lower Highland,vl i,Wheat/Maize - Pyrethrum Zone,21.7640078132,131175.923423767,2007.03927284296
291,Baringo,Marigat Sub County,LH 2,Lower Highland,vl,Wheat/Maize - Pyrethrum Zone,3.69107509444,37101.9073944092,1438.89819536596
292,Baringo,Baringo Central Sub County,LH 2,Lower Highland,vl,Wheat/Maize - Pyrethrum Zone,1556.77972041,15648542.386734,19658.8929692957
293,Baringo,Baringo North Sub County,LH 2,Lower Highland,vl,Wheat/Maize - Pyrethrum Zone,5678.93929054,57086981.0274963,45269.236892695
294,Baringo,Baringo Central Sub County,LH 2,Lower Highland,vl,Wheat/Maize - Pyrethrum Zone,1000.6925855,3166086.08439636,7690.96252242245
295,Baringo,Baringo Central Sub County,LH 2,Lower Highland,vl,Wheat/Maize - Pyrethrum Zone,1000.6925855,6893490.28196716,14034.8534129473
296,Baringo,Koibatek Sub County,LH 2,Lower Highland,vl i,Wheat/Maize - Pyrethrum Zone,16841.7972852,2719600.37055206,8555.97075751399
297,Baringo,Koibatek Sub County,LH 2,Lower Highland,vl i,Wheat/Maize - Pyrethrum Zone,16841.7972852,166583441.21525,103691.842742681
298,Baringo,Mogotio Sub County,LH 2,Lower Highland,vl i,Wheat/Maize - Pyrethrum Zone,602.095100751,6052373.4454422,13995.8780401456
299,Baringo,Koibatek Sub County,LH 2,Lower Highland,(vl/l) i or two,Wheat/Maize - Pyrethrum Zone,240.424131872,2416963.96298981,11202.4199196846
300,Baringo,Keiyo South Sub County,LH 2,Lower Highland,(vl/l) i or two,Wheat/Maize - Pyrethrum Zone,131.269863989,515814.18409729,4995.29863919709
301,Baringo,Keiyo South Sub County,LH 2,Lower Highland,(vl/l) i or two,Wheat/Maize - Pyrethrum Zone,131.269863989,803866.314071655,5096.06439544229
302,Baringo,Mogotio Sub County,LH 2,Lower Highland,(vl/l) i or two,Wheat/Maize - Pyrethrum Zone,434.396425446,4366946.28780365,12282.1042775354
303,Baringo,Koibatek Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,5.73695583119,57663.0916175842,4031.41599881957
304,Baringo,Koibatek Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,163.802713508,1646366.85646439,7009.7700496097
305,Baringo,Koibatek Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,9120.38895756,91677666.1518841,74822.5118032667
306,Baringo,Keiyo South Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,10.1604399046,86146.1956176758,2007.08823893889
307,Baringo,Keiyo South Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,10.1604399046,15995.6408233643,623.705926314434
308,Baringo,Marigat Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,628.907758751,6321492.85118103,12518.9631489205
309,Baringo,Mogotio Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,3945.74250623,38869533.5629883,60350.104768541
310,Baringo,Mogotio Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,3945.74250623,750058.932670593,3716.83212117673
311,Baringo,Mogotio Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,3945.74250623,42584.8706130981,1662.74500891316
312,Baringo,Baringo Central Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,985.2936411,239774.039962769,2271.12004687406
313,Baringo,Baringo Central Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,985.2936411,4720375.30739594,13250.1173282846
314,Baringo,Baringo Central Sub County,LH 3,Lower Highland,(vl) i,Wheat/Maize - Barley Zone,985.2936411,4944155.38381958,9612.86471685303
315,Baringo,Koibatek Sub County,LH 3,Lower Highland,vl/l or two,Wheat/Maize - Barley Zone,86.4782603767,869190.320396423,4716.17072838925
316,Baringo,Marigat Sub County,LH 3,Lower Highland,v/vl,Wheat/Maize - Barley Zone,445.679331625,4479836.66133118,13297.980915328
317,Baringo,Baringo Central Sub County,LH 3,Lower Highland,v/vl,Wheat/Maize - Barley Zone,2971.58030061,29870161.6660156,59807.5510444827
318,Baringo,Laikipia West Sub County,LH 3,Lower Highland,(l/vl),Wheat/Maize Zone,87.6946919126,880701.648757935,13670.9475409213
319,Baringo,Marigat Sub County,LH 3,Lower Highland,(l/vl),Wheat/Maize Zone,9629.57090718,96717075.1484222,57788.9460924283
320,Baringo,Mogotio Sub County,LH 3,Lower Highland,(l/vl),Wheat/Maize Zone,533.131262645,5354816.25083923,12955.9948576163
321,Baringo,Marigat Sub County,LH 3,Lower Highland,(l/vl),Wheat/Maize Zone,963.930166119,9681227.41429138,18138.1101378284
322,Baringo,Laikipia West Sub County,LH 3,Lower Highland,(vl/l),Wheat/Maize Zone,51.0519083252,512676.8514328,4113.23054937671
323,Baringo,Marigat Sub County,LH 3,Lower Highland,(vl/l),Wheat/Maize Zone,3.94927004646,2478.02130889893,269.186478016362
324,Baringo,Marigat Sub County,LH 3,Lower Highland,(vl/l),Wheat/Maize Zone,3.94927004646,37181.4926757813,1763.89393507688
325,Baringo,Marigat Sub County,LH 3,Lower Highland,(vl/l),Wheat/Maize Zone,15.9642651941,160321.243751526,2405.53726010285
326,Baringo,East Pokot Sub County,LH 3 - 4,Lower Highland,(vl/l) i or two,Wheat/Maize - Barley Zone,3538.06956166,35571869.4191895,22437.8666807042
327,Baringo,Laikipia West Sub County,LH 4,Lower Highland,(l),Cattle - Sheep - Barley Zone,4.82553050431,357.835861206055,208.967553251102
328,Baringo,Laikipia West Sub County,LH 4,Lower Highland,(l),Cattle - Sheep - Barley Zone,4.82553050431,38650.7635345459,834.41288171945
329,Baringo,Laikipia West Sub County,LH 4,Lower Highland,(l),Cattle - Sheep - Barley Zone,4.82553050431,5735.06799316406,382.004580531151
330,Baringo,Laikipia West Sub County,LH 4,Lower Highland,(l),Cattle - Sheep - Barley Zone,4.82553050431,3719.56475830078,280.699300485315
331,Baringo,Marigat Sub County,LH 4,Lower Highland,(l),Cattle - Sheep - Barley Zone,265.315839328,2664589.28442383,10976.1322544787
332,Baringo,Marigat Sub County,LH 4,Lower Highland,(l),Cattle - Sheep - Barley Zone,11.538169217,115879.617218018,1998.31398466289
333,Baringo,Tiaty Sub County,LH 4,Lower Highland,(l),Cattle - Sheep - Barley Zone,2306.92539805,23164312.1047058,46277.1199568429
334,Baringo,Keiyo South Sub County,LM 4,Lower Midland,(m/l) i,Marginal Cotton Zone,4.69733119947,47222.2064971924,1058.29215127659
335,Baringo,Keiyo South Sub County,LM 4,Lower Midland,(m/l) i,Marginal Cotton Zone,3.35759574575,33753.8283081055,1188.86400465465
336,Baringo,Keiyo South Sub County,LM 4,Lower Midland,(m/l) i,Marginal Cotton Zone,2.03152381506,20422.8566818237,991.715142734673
337,Baringo,Baringo Central Sub County,LM 4,Lower Midland,(m/l) i,Marginal Cotton Zone,0.0140644348941,141.389129638672,71.2580307124968
